point_id,survey_no,latitude,longitude,accuracy_m
GNSS_01006,325/2,11.0048696,76.9536397,0.039
GNSS_01007,325/2,11.0048404,76.9534858,0.035
GNSS_01008,325/2,11.0047364,76.9534818,0.034
GNSS_01009,326/3,11.0046389,76.953809,0.019
GNSS_01010,326/3,11.0045837,76.9539733,0.037
GNSS_01011,326/3,11.0045614,76.9541016,0.029
GNSS_01012,326/3,11.0046979,76.9540907,0.028
GNSS_01013,326/3,11.0048693,76.9540458,0.033
GNSS_01014,326/3,11.0048653,76.9539106,0.031
GNSS_01015,326/3,11.004875,76.9537591,0.022
GNSS_01016,326/3,11.0047715,76.9537944,0.037
GNSS_01017,327/4,11.0045614,76.9541016,0.021
GNSS_01018,327/4,11.0045611,76.9542355,0.032
GNSS_01019,327/4,11.0045638,76.9543676,0.035
GNSS_01020,327/4,11.0047325,76.9543724,0.037
GNSS_01021,327/4,11.004902,76.9543636,0.029
GNSS_01022,327/4,11.004888,76.9542196,0.042
GNSS_01023,327/4,11.0048693,76.9540458,0.032
GNSS_01024,327/4,11.0046979,76.9540907,0.035
GNSS_01025,328/1,11.0045638,76.9543676,0.021
GNSS_01026,328/1,11.0045515,76.9545152,0.021
GNSS_01027,328/1,11.0045463,76.9546645,0.023
GNSS_01028,328/1,11.0047167,76.9546347,0.023
GNSS_01029,328/1,11.0048785,76.9546356,0.025
GNSS_01030,328/1,11.0048733,76.954505,0.032
GNSS_01031,328/1,11.004902,76.9543636,0.023
GNSS_01032,328/1,11.0047325,76.9543724,0.037
GNSS_01033,329/2,11.0045463,76.9546645,0.043
GNSS_01034,329/2,11.0045758,76.9548331,0.037
GNSS_01035,329/2,11.0046361,76.9549687,0.031
GNSS_01036,329/2,11.0047426,76.9549629,0.024
GNSS_01037,329/2,11.0048453,76.9549473,0.018
GNSS_01038,329/2,11.0048562,76.9547882,0.02
GNSS_01039,329/2,11.0048785,76.9546356,0.021
GNSS_01040,329/2,11.0047167,76.9546347,0.034
GNSS_01041,330/3,11.0046361,76.9549687,0.032
GNSS_01042,330/3,11.0046172,76.9550987,0.038
GNSS_01043,330/3,11.0046145,76.9552636,0.021
GNSS_01044,330/3,11.0047227,76.9552848,0.025
GNSS_01045,330/3,11.0048347,76.9553037,0.024
GNSS_01046,330/3,11.0048424,76.9551366,0.045
GNSS_01047,330/3,11.0048453,76.9549473,0.026
GNSS_01048,330/3,11.0047426,76.9549629,0.031
GNSS_01049,331/4,11.0046145,76.9552636,0.041
GNSS_01050,331/4,11.0046138,76.9554212,0.028
GNSS_01051,331/4,11.0045774,76.9555928,0.036
GNSS_01052,331/4,11.004742,76.955591,0.03
GNSS_01053,331/4,11.0048787,76.9555744,0.021
GNSS_01054,331/4,11.0048609,76.9554252,0.041
GNSS_01055,331/4,11.0048347,76.9553037,0.042
GNSS_01056,331/4,11.0047227,76.9552848,0.018
GNSS_01057,332/1,11.0045774,76.9555928,0.028
GNSS_01058,332/1,11.0045909,76.9557794,0.03
GNSS_01059,332/1,11.0046332,76.9559574,0.035
GNSS_01060,332/1,11.00473,76.9559161,0.042
GNSS_01061,332/1,11.0048494,76.9558587,0.021
GNSS_01062,332/1,11.0048635,76.9557231,0.04
GNSS_01063,332/1,11.0048787,76.9555744,0.023
GNSS_01064,332/1,11.004742,76.955591,0.029
GNSS_01065,333/2,11.0046332,76.9559574,0.041
GNSS_01066,333/2,11.0046289,76.9560966,0.04
GNSS_01067,333/2,11.0046053,76.9562237,0.036
GNSS_01068,333/2,11.0047522,76.9562423,0.04
GNSS_01069,333/2,11.0049028,76.9562727,0.021
GNSS_01070,333/2,11.0048622,76.956076,0.037
GNSS_01071,333/2,11.0048494,76.9558587,0.02
GNSS_01072,333/2,11.00473,76.9559161,0.043
GNSS_01073,334/3,11.0046053,76.9562237,0.031
GNSS_01074,334/3,11.0045746,76.9563555,0.033
GNSS_01075,334/3,11.0045635,76.9564912,0.03
GNSS_01076,334/3,11.0047013,76.956485,0.035
GNSS_01077,334/3,11.004826,76.9564843,0.039
GNSS_01078,334/3,11.0048639,76.9563857,0.035
GNSS_01079,334/3,11.0049028,76.9562727,0.041
GNSS_01080,334/3,11.0047522,76.9562423,0.042
GNSS_01081,335/4,11.0045635,76.9564912,0.043
GNSS_01082,335/4,11.0045631,76.9566889,0.021
GNSS_01083,335/4,11.0045919,76.9568935,0.029
GNSS_01084,335/4,11.004728,76.9568721,0.019
GNSS_01085,335/4,11.0048983,76.9568198,0.025
GNSS_01086,335/4,11.0048657,76.9566478,0.026
GNSS_01087,335/4,11.004826,76.9564843,0.037
GNSS_01088,335/4,11.0047013,76.956485,0.036
GNSS_01089,336/1,11.0045919,76.9568935,0.044
GNSS_01090,336/1,11.0045882,76.9570219,0.036
GNSS_01091,336/1,11.0046094,76.9571604,0.027
GNSS_01092,336/1,11.0047614,76.9571669,0.032
GNSS_01093,336/1,11.0048944,76.9572029,0.037
GNSS_01094,336/1,11.0048833,76.9569997,0.021
GNSS_01095,336/1,11.0048983,76.9568198,0.036
GNSS_01096,336/1,11.004728,76.9568721,0.025
GNSS_01097,337/2,11.0046094,76.9571604,0.022
GNSS_01098,337/2,11.0045873,76.9573046,0.04
GNSS_01099,337/2,11.0045945,76.957422,0.042
GNSS_01100,337/2,11.0047121,76.9574456,0.035
GNSS_01101,337/2,11.0048248,76.9574629,0.018
GNSS_01102,337/2,11.0048685,76.957313,0.043
GNSS_01103,337/2,11.0048944,76.9572029,0.032
GNSS_01104,337/2,11.0047614,76.9571669,0.031
GNSS_01105,338/3,11.0045945,76.957422,0.031
GNSS_01106,338/3,11.0046106,76.957617,0.025
GNSS_01107,338/3,11.0046227,76.9577868,0.044
GNSS_01108,338/3,11.0047583,76.9578034,0.019
GNSS_01109,338/3,11.0048809,76.9578308,0.024
GNSS_01110,338/3,11.0048528,76.957655,0.035
GNSS_01111,338/3,11.0048248,76.9574629,0.029
GNSS_01112,338/3,11.0047121,76.9574456,0.024
GNSS_01113,339/4,11.0046227,76.9577868,0.02
GNSS_01114,339/4,11.0045926,76.9579381,0.031
GNSS_01115,339/4,11.0045897,76.9581031,0.027
GNSS_01116,339/4,11.0047409,76.9581164,0.044
GNSS_01117,339/4,11.0048629,76.9581114,0.038
GNSS_01118,339/4,11.0048849,76.9579538,0.018
GNSS_01119,339/4,11.0048809,76.9578308,0.029
GNSS_01120,339/4,11.0047583,76.9578034,0.019
GNSS_01121,340/1,11.004875,76.9519086,0.034
GNSS_01122,340/1,11.004914,76.9520528,0.035
GNSS_01123,340/1,11.0049192,76.9521791,0.026
GNSS_01124,340/1,11.0050433,76.9522065,0.032
GNSS_01125,340/1,11.0051891,76.9522224,0.024
GNSS_01126,340/1,11.0051686,76.9520658,0.036
GNSS_01127,340/1,11.0051428,76.9519031,0.044
GNSS_01128,340/1,11.005003,76.9519095,0.028
GNSS_01129,341/2,11.0049192,76.9521791,0.027
GNSS_01130,341/2,11.0048697,76.9523317,0.039
GNSS_01131,341/2,11.0048408,76.952478,0.034
GNSS_01132,341/2,11.0049759,76.9525008,0.037
GNSS_01133,341/2,11.0050901,76.9525334,0.028
GNSS_01134,341/2,11.0051224,76.9523624,0.03
GNSS_01135,341/2,11.0051891,76.9522224,0.021
GNSS_01136,341/2,11.0050433,76.9522065,0.036
GNSS_01137,342/3,11.0048408,76.952478,0.044
GNSS_01138,342/3,11.0048765,76.9526438,0.026
GNSS_01139,342/3,11.0048873,76.9528413,0.032
GNSS_01140,342/3,11.0050208,76.952862,0.037
GNSS_01141,342/3,11.0051167,76.9528573,0.019
GNSS_01142,342/3,11.0051154,76.9527001,0.022
GNSS_01143,342/3,11.0050901,76.9525334,0.022
GNSS_01144,342/3,11.0049759,76.9525008,0.037
GNSS_01145,343/4,11.0048873,76.9528413,0.023
GNSS_01146,343/4,11.0048698,76.9529776,0.021
GNSS_01147,343/4,11.0048302,76.9531079,0.041
GNSS_01148,343/4,11.0049852,76.9531323,0.024
GNSS_01149,343/4,11.0051777,76.9531462,0.04
GNSS_01150,343/4,11.005138,76.9530157,0.023
GNSS_01151,343/4,11.0051167,76.9528573,0.027
GNSS_01152,343/4,11.0050208,76.952862,0.038
GNSS_01153,344/1,11.0048302,76.9531079,0.034
GNSS_01154,344/1,11.0048394,76.9533097,0.039
GNSS_01155,344/1,11.0048404,76.9534858,0.03
GNSS_01156,344/1,11.0049545,76.9534313,0.036
GNSS_01157,344/1,11.005094,76.9533939,0.044
GNSS_01158,344/1,11.005129,76.9532659,0.022
GNSS_01159,344/1,11.0051777,76.9531462,0.031
GNSS_01160,344/1,11.0049852,76.9531323,0.032
GNSS_01161,345/2,11.0048404,76.9534858,0.034
GNSS_01162,345/2,11.0048696,76.9536397,0.043
GNSS_01163,345/2,11.004875,76.9537591,0.039
GNSS_01164,345/2,11.0049855,76.9537222,0.043
GNSS_01165,345/2,11.0051351,76.9536971,0.037
GNSS_01166,345/2,11.0051149,76.9535321,0.023
GNSS_01167,345/2,11.005094,76.9533939,0.04
GNSS_01168,345/2,11.0049545,76.9534313,0.021
GNSS_01169,346/3,11.004875,76.9537591,0.032
GNSS_01170,346/3,11.0048653,76.9539106,0.028
GNSS_01171,346/3,11.0048693,76.9540458,0.044
GNSS_01172,346/3,11.0049896,76.9540303,0.043
GNSS_01173,346/3,11.0051383,76.954022,0.039
GNSS_01174,346/3,11.0051313,76.9538759,0.025
GNSS_01175,346/3,11.0051351,76.9536971,0.044
GNSS_01176,346/3,11.0049855,76.9537222,0.044
GNSS_01177,347/4,11.0048693,76.9540458,0.034
GNSS_01178,347/4,11.004888,76.9542196,0.042
GNSS_01179,347/4,11.004902,76.9543636,0.032
GNSS_01180,347/4,11.0049882,76.95438,0.041
GNSS_01181,347/4,11.0050969,76.9543784,0.033
GNSS_01182,347/4,11.0051081,76.9542129,0.026
GNSS_01183,347/4,11.0051383,76.954022,0.038
GNSS_01184,347/4,11.0049896,76.9540303,0.033
GNSS_01185,348/1,11.004902,76.9543636,0.026
GNSS_01186,348/1,11.0048733,76.954505,0.027
GNSS_01187,348/1,11.0048785,76.9546356,0.036
GNSS_01188,348/1,11.0049988,76.9546518,0.044
GNSS_01189,348/1,11.0051016,76.9546775,0.036
GNSS_01190,348/1,11.0051086,76.9545321,0.044
GNSS_01191,348/1,11.0050969,76.9543784,0.032
GNSS_01192,348/1,11.0049882,76.95438,0.037
GNSS_01193,349/2,11.0048785,76.9546356,0.033
GNSS_01194,349/2,11.0048562,76.9547882,0.034
GNSS_01195,349/2,11.0048453,76.9549473,0.043
GNSS_01196,349/2,11.004987,76.9549438,0.037
GNSS_01197,349/2,11.0051641,76.9549708,0.036
GNSS_01198,349/2,11.0051326,76.9548352,0.042
GNSS_01199,349/2,11.0051016,76.9546775,0.032
GNSS_01200,349/2,11.0049988,76.9546518,0.042
GNSS_01201,350/3,11.0048453,76.9549473,0.019
GNSS_01202,350/3,11.0048424,76.9551366,0.022
GNSS_01203,350/3,11.0048347,76.9553037,0.036
GNSS_01204,350/3,11.0049499,76.9553185,0.023
GNSS_01205,350/3,11.0050832,76.9553206,0.038
GNSS_01206,350/3,11.0051389,76.9551436,0.022
GNSS_01207,350/3,11.0051641,76.9549708,0.026
GNSS_01208,350/3,11.004987,76.9549438,0.025
GNSS_01209,351/4,11.0048347,76.9553037,0.038
GNSS_01210,351/4,11.0048609,76.9554252,0.019
GNSS_01211,351/4,11.0048787,76.9555744,0.04
GNSS_01212,351/4,11.0049811,76.955578,0.021
GNSS_01213,351/4,11.0051014,76.9555857,0.041
GNSS_01214,351/4,11.0051054,76.9554582,0.038
GNSS_01215,351/4,11.0050832,76.9553206,0.041
GNSS_01216,351/4,11.0049499,76.9553185,0.038
GNSS_01217,352/1,11.0048787,76.9555744,0.04
GNSS_01218,352/1,11.0048635,76.9557231,0.037
GNSS_01219,352/1,11.0048494,76.9558587,0.037
GNSS_01220,352/1,11.0049915,76.9558529,0.019
GNSS_01221,352/1,11.0051508,76.9558523,0.028
GNSS_01222,352/1,11.005124,76.9557016,0.029
GNSS_01223,352/1,11.0051014,76.9555857,0.039
GNSS_01224,352/1,11.0049811,76.955578,0.036
GNSS_01225,353/2,11.0048494,76.9558587,0.023
GNSS_01226,353/2,11.0048622,76.956076,0.041
GNSS_01227,353/2,11.0049028,76.9562727,0.041
GNSS_01228,353/2,11.004984,76.9562604,0.03
GNSS_01229,353/2,11.0051012,76.9562359,0.024
GNSS_01230,353/2,11.0051263,76.9560262,0.035
GNSS_01231,353/2,11.0051508,76.9558523,0.037
GNSS_01232,353/2,11.0049915,76.9558529,0.028
GNSS_01233,354/3,11.0049028,76.9562727,0.039
GNSS_01234,354/3,11.0048639,76.9563857,0.044
GNSS_01235,354/3,11.004826,76.9564843,0.026
GNSS_01236,354/3,11.0049707,76.9565052,0.023
GNSS_01237,354/3,11.0051312,76.9565622,0.036
GNSS_01238,354/3,11.0051282,76.9563812,0.023
GNSS_01239,354/3,11.0051012,76.9562359,0.023
GNSS_01240,354/3,11.004984,76.9562604,0.032
GNSS_01241,355/4,11.004826,76.9564843,0.025
GNSS_01242,355/4,11.0048657,76.9566478,0.022
GNSS_01243,355/4,11.0048983,76.9568198,0.041
GNSS_01244,355/4,11.0049819,76.9568227,0.018
GNSS_01245,355/4,11.0050792,76.9568436,0.031
GNSS_01246,355/4,11.0051093,76.9567172,0.043
GNSS_01247,355/4,11.0051312,76.9565622,0.019
GNSS_01248,355/4,11.0049707,76.9565052,0.043
GNSS_01249,356/1,11.0048983,76.9568198,0.035
GNSS_01250,356/1,11.0048833,76.9569997,0.036
GNSS_01251,356/1,11.0048944,76.9572029,0.031
GNSS_01252,356/1,11.0050262,76.9571502,0.033
GNSS_01253,356/1,11.0051675,76.9571213,0.028
GNSS_01254,356/1,11.0051339,76.9569846,0.039
GNSS_01255,356/1,11.0050792,76.9568436,0.027
GNSS_01256,356/1,11.0049819,76.9568227,0.024
GNSS_01257,357/2,11.0048944,76.9572029,0.022
GNSS_01258,357/2,11.0048685,76.957313,0.033
GNSS_01259,357/2,11.0048248,76.9574629,0.029
GNSS_01260,357/2,11.0049927,76.9575085,0.027
GNSS_01261,357/2,11.0051363,76.9575296,0.042
GNSS_01262,357/2,11.0051574,76.957338,0.036
GNSS_01263,357/2,11.0051675,76.9571213,0.027
GNSS_01264,357/2,11.0050262,76.9571502,0.026
GNSS_01265,358/3,11.0048248,76.9574629,0.04
GNSS_01266,358/3,11.0048528,76.957655,0.044
GNSS_01267,358/3,11.0048809,76.9578308,0.018
GNSS_01268,358/3,11.0049925,76.9578183,0.036
GNSS_01269,358/3,11.0051422,76.9578394,0.03
GNSS_01270,358/3,11.0051235,76.9576704,0.042
GNSS_01271,358/3,11.0051363,76.9575296,0.035
GNSS_01272,358/3,11.0049927,76.9575085,0.035
GNSS_01273,359/4,11.0048809,76.9578308,0.043
GNSS_01274,359/4,11.0048849,76.9579538,0.044
GNSS_01275,359/4,11.0048629,76.9581114,0.028
GNSS_01276,359/4,11.005014,76.9581312,0.033
GNSS_01277,359/4,11.0051363,76.9581201,0.026
GNSS_01278,359/4,11.005147,76.9579735,0.043
GNSS_01279,359/4,11.0051422,76.9578394,0.04
GNSS_01280,359/4,11.0049925,76.9578183,0.028
GNSS_01281,360/1,11.0051428,76.9519031,0.042
GNSS_01282,360/1,11.0051686,76.9520658,0.023
GNSS_01283,360/1,11.0051891,76.9522224,0.032
GNSS_01284,360/1,11.0052919,76.9521864,0.044
GNSS_01285,360/1,11.0053708,76.9521633,0.023
GNSS_01286,360/1,11.0053911,76.9520271,0.044
GNSS_01287,360/1,11.0054098,76.9518958,0.033
GNSS_01288,360/1,11.005273,76.9519071,0.018
GNSS_01289,361/2,11.0051891,76.9522224,0.024
GNSS_01290,361/2,11.0051224,76.9523624,0.037
GNSS_01291,361/2,11.0050901,76.9525334,0.041
GNSS_01292,361/2,11.0052512,76.9525255,0.024
GNSS_01293,361/2,11.0054449,76.9524868,0.04
GNSS_01294,361/2,11.0054046,76.9523163,0.042
GNSS_01295,361/2,11.0053708,76.9521633,0.038
GNSS_01296,361/2,11.0052919,76.9521864,0.03
GNSS_01297,362/3,11.0050901,76.9525334,0.03
GNSS_01298,362/3,11.0051154,76.9527001,0.027
GNSS_01299,362/3,11.0051167,76.9528573,0.02
GNSS_01300,362/3,11.0052787,76.952855,0.019
GNSS_01301,362/3,11.0054388,76.9528462,0.039
GNSS_01302,362/3,11.0054472,76.9526782,0.033
GNSS_01303,362/3,11.0054449,76.9524868,0.034
GNSS_01304,362/3,11.0052512,76.9525255,0.024
GNSS_01305,363/4,11.0051167,76.9528573,0.029
GNSS_01306,363/4,11.005138,76.9530157,0.027
GNSS_01307,363/4,11.0051777,76.9531462,0.029
GNSS_01308,363/4,11.0052684,76.953149,0.021
GNSS_01309,363/4,11.0053722,76.9531636,0.018
GNSS_01310,363/4,11.0053977,76.9530121,0.037
GNSS_01311,363/4,11.0054388,76.9528462,0.02
GNSS_01312,363/4,11.0052787,76.952855,0.038
GNSS_01313,364/1,11.0051777,76.9531462,0.043
GNSS_01314,364/1,11.005129,76.9532659,0.021
GNSS_01315,364/1,11.005094,76.9533939,0.039
GNSS_01316,364/1,11.0052271,76.9533821,0.026
GNSS_01317,364/1,11.0053595,76.9533985,0.02
GNSS_01318,364/1,11.0053793,76.9532974,0.039
GNSS_01319,364/1,11.0053722,76.9531636,0.03
GNSS_01320,364/1,11.0052684,76.953149,0.029
GNSS_01321,365/2,11.005094,76.9533939,0.024
GNSS_01322,365/2,11.0051149,76.9535321,0.038
GNSS_01323,365/2,11.0051351,76.9536971,0.04
GNSS_01324,365/2,11.0052977,76.9537389,0.041
GNSS_01325,365/2,11.005435,76.953764,0.026
GNSS_01326,365/2,11.0053919,76.9535668,0.035
GNSS_01327,365/2,11.0053595,76.9533985,0.026
GNSS_01328,365/2,11.0052271,76.9533821,0.042
GNSS_01329,366/3,11.0051351,76.9536971,0.018
GNSS_01330,366/3,11.0051313,76.9538759,0.042
GNSS_01331,366/3,11.0051383,76.954022,0.022
GNSS_01332,366/3,11.0052609,76.9540134,0.019
GNSS_01333,366/3,11.0054074,76.9540307,0.033
GNSS_01334,366/3,11.0054247,76.953893,0.029
GNSS_01335,366/3,11.005435,76.953764,0.033
GNSS_01336,366/3,11.0052977,76.9537389,0.02
GNSS_01337,367/4,11.0051383,76.954022,0.038
GNSS_01338,367/4,11.0051081,76.9542129,0.042
GNSS_01339,367/4,11.0050969,76.9543784,0.027
GNSS_01340,367/4,11.0052541,76.9543508,0.029
GNSS_01341,367/4,11.0054369,76.9543118,0.035
GNSS_01342,367/4,11.0054327,76.9541663,0.032
GNSS_01343,367/4,11.0054074,76.9540307,0.022
GNSS_01344,367/4,11.0052609,76.9540134,0.024
GNSS_01345,368/1,11.0050969,76.9543784,0.04
GNSS_01346,368/1,11.0051086,76.9545321,0.041
GNSS_01347,368/1,11.0051016,76.9546775,0.041
GNSS_01348,368/1,11.0052815,76.954698,0.043
GNSS_01349,368/1,11.0054408,76.9546998,0.045
GNSS_01350,368/1,11.0054475,76.954519,0.03
GNSS_01351,368/1,11.0054369,76.9543118,0.033
GNSS_01352,368/1,11.0052541,76.9543508,0.026
GNSS_01353,369/2,11.0051016,76.9546775,0.034
GNSS_01354,369/2,11.0051326,76.9548352,0.044
GNSS_01355,369/2,11.0051641,76.9549708,0.028
GNSS_01356,369/2,11.005303,76.9549902,0.036
GNSS_01357,369/2,11.0054312,76.9550049,0.024
GNSS_01358,369/2,11.0054332,76.9548582,0.026
GNSS_01359,369/2,11.0054408,76.9546998,0.02
GNSS_01360,369/2,11.0052815,76.954698,0.023
GNSS_01361,370/3,11.0051641,76.9549708,0.026
GNSS_01362,370/3,11.0051389,76.9551436,0.034
GNSS_01363,370/3,11.0050832,76.9553206,0.033
GNSS_01364,370/3,11.0052363,76.9552803,0.028
GNSS_01365,370/3,11.005417,76.9552306,0.027
GNSS_01366,370/3,11.0054138,76.9551048,0.03
GNSS_01367,370/3,11.0054312,76.9550049,0.018
GNSS_01368,370/3,11.005303,76.9549902,0.025
GNSS_01369,371/4,11.0050832,76.9553206,0.025
GNSS_01370,371/4,11.0051054,76.9554582,0.028
GNSS_01371,371/4,11.0051014,76.9555857,0.036
GNSS_01372,371/4,11.0052602,76.9555745,0.027
GNSS_01373,371/4,11.0054369,76.9555777,0.031
GNSS_01374,371/4,11.0054139,76.9553931,0.03
GNSS_01375,371/4,11.005417,76.9552306,0.039
GNSS_01376,371/4,11.0052363,76.9552803,0.031
GNSS_01377,372/1,11.0051014,76.9555857,0.041
GNSS_01378,372/1,11.005124,76.9557016,0.041
GNSS_01379,372/1,11.0051508,76.9558523,0.022
GNSS_01380,372/1,11.0052892,76.9558911,0.033
GNSS_01381,372/1,11.0054314,76.9559438,0.025
GNSS_01382,372/1,11.0054439,76.9557447,0.042
GNSS_01383,372/1,11.0054369,76.9555777,0.02
GNSS_01384,372/1,11.0052602,76.9555745,0.02
GNSS_01385,373/2,11.0051508,76.9558523,0.04
GNSS_01386,373/2,11.0051263,76.9560262,0.034
GNSS_01387,373/2,11.0051012,76.9562359,0.039
GNSS_01388,373/2,11.0052519,76.9562325,0.024
GNSS_01389,373/2,11.0053737,76.9562602,0.019
GNSS_01390,373/2,11.0053967,76.9560834,0.025
GNSS_01391,373/2,11.0054314,76.9559438,0.042
GNSS_01392,373/2,11.0052892,76.9558911,0.033
GNSS_01393,374/3,11.0051012,76.9562359,0.039
GNSS_01394,374/3,11.0051282,76.9563812,0.028
GNSS_01395,374/3,11.0051312,76.9565622,0.024
GNSS_01396,374/3,11.005244,76.9565683,0.039
GNSS_01397,374/3,11.0053598,76.9565738,0.038
GNSS_01398,374/3,11.0053546,76.956412,0.026
GNSS_01399,374/3,11.0053737,76.9562602,0.031
GNSS_01400,374/3,11.0052519,76.9562325,0.032
GNSS_01401,375/4,11.0051312,76.9565622,0.024
GNSS_01402,375/4,11.0051093,76.9567172,0.044
GNSS_01403,375/4,11.0050792,76.9568436,0.045
GNSS_01404,375/4,11.0052556,76.9568863,0.036
GNSS_01405,375/4,11.0054361,76.9569,0.038
GNSS_01406,375/4,11.0053859,76.9567494,0.022
GNSS_01407,375/4,11.0053598,76.9565738,0.022
GNSS_01408,375/4,11.005244,76.9565683,0.033
GNSS_01409,376/1,11.0050792,76.9568436,0.038
GNSS_01410,376/1,11.0051339,76.9569846,0.031
GNSS_01411,376/1,11.0051675,76.9571213,0.028
GNSS_01412,376/1,11.0052999,76.957127,0.024
GNSS_01413,376/1,11.0054342,76.9571458,0.031
GNSS_01414,376/1,11.0054257,76.95703,0.02
GNSS_01415,376/1,11.0054361,76.9569,0.028
GNSS_01416,376/1,11.0052556,76.9568863,0.019
GNSS_01417,377/2,11.0051675,76.9571213,0.028
GNSS_01418,377/2,11.0051574,76.957338,0.043
GNSS_01419,377/2,11.0051363,76.9575296,0.042
GNSS_01420,377/2,11.0052769,76.957495,0.019
GNSS_01421,377/2,11.0053858,76.9574895,0.036
GNSS_01422,377/2,11.0054082,76.9573277,0.021
GNSS_01423,377/2,11.0054342,76.9571458,0.044
GNSS_01424,377/2,11.0052999,76.957127,0.035
GNSS_01425,378/3,11.0051363,76.9575296,0.033
GNSS_01426,378/3,11.0051235,76.9576704,0.023
GNSS_01427,378/3,11.0051422,76.9578394,0.036
GNSS_01428,378/3,11.0052483,76.9578418,0.028
GNSS_01429,378/3,11.0053804,76.9578438,0.036
GNSS_01430,378/3,11.005382,76.9576791,0.041
GNSS_01431,378/3,11.0053858,76.9574895,0.032
GNSS_01432,378/3,11.0052769,76.957495,0.028
GNSS_01433,379/4,11.0051422,76.9578394,0.041
GNSS_01434,379/4,11.005147,76.9579735,0.031
GNSS_01435,379/4,11.0051363,76.9581201,0.031
GNSS_01436,379/4,11.0052705,76.9581151,0.034
GNSS_01437,379/4,11.0054096,76.9581286,0.032
GNSS_01438,379/4,11.0054124,76.9580042,0.022
GNSS_01439,379/4,11.0053804,76.9578438,0.022
GNSS_01440,379/4,11.0052483,76.9578418,0.02
GNSS_01441,380/1,11.0054098,76.9518958,0.022
GNSS_01442,380/1,11.0053911,76.9520271,0.034
GNSS_01443,380/1,11.0053708,76.9521633,0.04
GNSS_01444,380/1,11.0055112,76.9521461,0.036
GNSS_01445,380/1,11.0056438,76.9521408,0.029
GNSS_01446,380/1,11.0056716,76.9520329,0.027
GNSS_01447,380/1,11.0056765,76.9518874,0.021
GNSS_01448,380/1,11.0055381,76.9518791,0.036
GNSS_01449,381/2,11.0053708,76.9521633,0.041
GNSS_01450,381/2,11.0054046,76.9523163,0.019
GNSS_01451,381/2,11.0054449,76.9524868,0.019
GNSS_01452,381/2,11.0055604,76.9524676,0.033
GNSS_01453,381/2,11.005708,76.9524802,0.022
GNSS_01454,381/2,11.005681,76.9523005,0.035
GNSS_01455,381/2,11.0056438,76.9521408,0.019
GNSS_01456,381/2,11.0055112,76.9521461,0.033
GNSS_01457,382/3,11.0054449,76.9524868,0.032
GNSS_01458,382/3,11.0054472,76.9526782,0.029
GNSS_01459,382/3,11.0054388,76.9528462,0.044
GNSS_01460,382/3,11.0055496,76.9528597,0.035
GNSS_01461,382/3,11.0056479,76.9528567,0.042
GNSS_01462,382/3,11.0056904,76.9526524,0.038
GNSS_01463,382/3,11.005708,76.9524802,0.04
GNSS_01464,382/3,11.0055604,76.9524676,0.044
GNSS_01465,383/4,11.0054388,76.9528462,0.041
GNSS_01466,383/4,11.0053977,76.9530121,0.023
GNSS_01467,383/4,11.0053722,76.9531636,0.04
GNSS_01468,383/4,11.0055183,76.9531395,0.034
GNSS_01469,383/4,11.0056579,76.9531276,0.039
GNSS_01470,383/4,11.0056447,76.9530027,0.04
GNSS_01471,383/4,11.0056479,76.9528567,0.023
GNSS_01472,383/4,11.0055496,76.9528597,0.036
GNSS_01473,384/1,11.0053722,76.9531636,0.043
GNSS_01474,384/1,11.0053793,76.9532974,0.034
GNSS_01475,384/1,11.0053595,76.9533985,0.02
GNSS_01476,384/1,11.0055225,76.9534526,0.028
GNSS_01477,384/1,11.0056697,76.9534724,0.022
GNSS_01478,384/1,11.0056799,76.9532975,0.018
GNSS_01479,384/1,11.0056579,76.9531276,0.032
GNSS_01480,384/1,11.0055183,76.9531395,0.043
GNSS_01481,385/2,11.0053595,76.9533985,0.021
GNSS_01482,385/2,11.0053919,76.9535668,0.031
GNSS_01483,385/2,11.005435,76.953764,0.035
GNSS_01484,385/2,11.0055233,76.9537861,0.019
GNSS_01485,385/2,11.0056268,76.9537761,0.039
GNSS_01486,385/2,11.0056312,76.9536182,0.032
GNSS_01487,385/2,11.0056697,76.9534724,0.021
GNSS_01488,385/2,11.0055225,76.9534526,0.031
GNSS_01489,386/3,11.005435,76.953764,0.018
GNSS_01490,386/3,11.0054247,76.953893,0.043
GNSS_01491,386/3,11.0054074,76.9540307,0.036
GNSS_01492,386/3,11.0055265,76.9540712,0.03
GNSS_01493,386/3,11.0056321,76.9540888,0.029
GNSS_01494,386/3,11.0056472,76.9539218,0.042
GNSS_01495,386/3,11.0056268,76.9537761,0.037
GNSS_01496,386/3,11.0055233,76.9537861,0.03
GNSS_01497,387/4,11.0054074,76.9540307,0.034
GNSS_01498,387/4,11.0054327,76.9541663,0.038
GNSS_01499,387/4,11.0054369,76.9543118,0.039
GNSS_01500,387/4,11.0055396,76.9543619,0.037
GNSS_01501,387/4,11.0056402,76.9543984,0.021
GNSS_01502,387/4,11.0056484,76.954261,0.022
GNSS_01503,387/4,11.0056321,76.9540888,0.031
GNSS_01504,387/4,11.0055265,76.9540712,0.024
GNSS_01505,388/1,11.0054369,76.9543118,0.029
GNSS_01506,388/1,11.0054475,76.954519,0.023
GNSS_01507,388/1,11.0054408,76.9546998,0.037
