point_id,survey_no,latitude,longitude,accuracy_m
GNSS_01004,367/4,18.5938753,73.7411725,0.02
GNSS_01005,367/4,18.5940394,73.7411675,0.043
GNSS_01006,367/4,18.5940235,73.7408104,0.031
GNSS_01007,368/1,18.593733,73.7412418,0.044
GNSS_01008,368/1,18.5937383,73.7414121,0.031
GNSS_01009,368/1,18.5937225,73.7415933,0.018
GNSS_01010,368/1,18.5938753,73.7415967,0.041
GNSS_01011,368/1,18.5940375,73.7416041,0.044
GNSS_01012,368/1,18.5940253,73.7412347,0.041
GNSS_01013,369/2,18.5937321,73.7416717,0.037
GNSS_01014,369/2,18.5937239,73.7418448,0.023
GNSS_01015,369/2,18.5937231,73.7420328,0.044
GNSS_01016,369/2,18.5938806,73.74202,0.037
GNSS_01017,369/2,18.594037,73.7420173,0.03
GNSS_01018,369/2,18.5940505,73.7416641,0.037
GNSS_01019,370/3,18.593732,73.7420893,0.033
GNSS_01020,370/3,18.5937105,73.7422665,0.044
GNSS_01021,370/3,18.5937335,73.7424483,0.037
GNSS_01022,370/3,18.5938746,73.7424451,0.04
GNSS_01023,370/3,18.5940312,73.7424511,0.037
GNSS_01024,370/3,18.594016,73.7420963,0.04
GNSS_01025,371/4,18.5937211,73.7425272,0.037
GNSS_01026,371/4,18.5937201,73.7427049,0.02
GNSS_01027,371/4,18.593734,73.7428797,0.04
GNSS_01028,371/4,18.5938797,73.7428815,0.031
GNSS_01029,371/4,18.5940368,73.7428837,0.035
GNSS_01030,371/4,18.5940206,73.7425154,0.03
GNSS_01031,372/1,18.5937241,73.7429518,0.03
GNSS_01032,372/1,18.5937305,73.743125,0.02
GNSS_01033,372/1,18.5937281,73.7433102,0.035
GNSS_01034,372/1,18.5938817,73.743303,0.031
GNSS_01035,372/1,18.5940397,73.7433076,0.044
GNSS_01036,372/1,18.5940318,73.7429423,0.041
GNSS_01037,373/2,18.5937318,73.7433747,0.044
GNSS_01038,373/2,18.593703,73.743546,0.029
GNSS_01039,373/2,18.5937237,73.7437292,0.023
GNSS_01040,373/2,18.5938759,73.7437242,0.019
GNSS_01041,373/2,18.5940289,73.7437368,0.038
GNSS_01042,373/2,18.5940427,73.7433724,0.036
GNSS_01043,374/3,18.5937198,73.7437934,0.026
GNSS_01044,374/3,18.5937137,73.7439878,0.035
GNSS_01045,374/3,18.5937249,73.7441528,0.022
GNSS_01046,374/3,18.5938731,73.7441502,0.041
GNSS_01047,374/3,18.5940271,73.7441571,0.019
GNSS_01048,374/3,18.5940263,73.7438034,0.036
GNSS_01049,375/4,18.5937272,73.7442357,0.024
GNSS_01050,375/4,18.5937124,73.7444016,0.02
GNSS_01051,375/4,18.5937279,73.7445893,0.026
GNSS_01052,375/4,18.5938832,73.7445865,0.029
GNSS_01053,375/4,18.5940314,73.7445954,0.022
GNSS_01054,375/4,18.5940463,73.7442303,0.018
GNSS_01055,376/1,18.5937189,73.7446545,0.022
GNSS_01056,376/1,18.5937146,73.744843,0.038
GNSS_01057,376/1,18.593719,73.7450154,0.029
GNSS_01058,376/1,18.5938763,73.7450277,0.028
GNSS_01059,376/1,18.5940249,73.7450109,0.025
GNSS_01060,376/1,18.5940254,73.7446528,0.029
GNSS_01061,377/2,18.593723,73.7450857,0.022
GNSS_01062,377/2,18.5937217,73.7452653,0.044
GNSS_01063,377/2,18.5937217,73.7454388,0.019
GNSS_01064,377/2,18.5938739,73.7454466,0.044
GNSS_01065,377/2,18.5940317,73.745436,0.026
GNSS_01066,377/2,18.5940395,73.7450814,0.021
GNSS_01067,378/3,18.593724,73.7455093,0.023
GNSS_01068,378/3,18.5937163,73.7456864,0.041
GNSS_01069,378/3,18.5937259,73.7458792,0.04
GNSS_01070,378/3,18.5938768,73.7458653,0.04
GNSS_01071,378/3,18.5940393,73.7458764,0.021
GNSS_01072,378/3,18.594024,73.7455014,0.039
GNSS_01073,379/4,18.5937219,73.7459456,0.031
GNSS_01074,379/4,18.5937209,73.7461213,0.026
GNSS_01075,379/4,18.593722,73.7463004,0.028
GNSS_01076,379/4,18.5938865,73.7463135,0.019
GNSS_01077,379/4,18.5940272,73.7463053,0.036
GNSS_01078,379/4,18.594027,73.7459408,0.044
GNSS_01079,380/1,18.5940806,73.7378156,0.045
GNSS_01080,380/1,18.5940684,73.7380052,0.035
GNSS_01081,380/1,18.5940907,73.7381721,0.02
GNSS_01082,380/1,18.5942408,73.7381733,0.035
GNSS_01083,380/1,18.5943861,73.7381781,0.037
GNSS_01084,380/1,18.5943741,73.7378134,0.039
GNSS_01085,381/2,18.5940841,73.7382494,0.033
GNSS_01086,381/2,18.594086,73.7384343,0.027
GNSS_01087,381/2,18.5940845,73.738599,0.031
GNSS_01088,381/2,18.5942355,73.7386047,0.041
GNSS_01089,381/2,18.5943955,73.7385993,0.034
GNSS_01090,381/2,18.5943951,73.7382479,0.041
GNSS_01091,382/3,18.5940844,73.7386698,0.032
GNSS_01092,382/3,18.5941034,73.7388454,0.031
GNSS_01093,382/3,18.5940816,73.7390326,0.033
GNSS_01094,382/3,18.5942448,73.739013,0.035
GNSS_01095,382/3,18.5943883,73.7390398,0.027
GNSS_01096,382/3,18.5943874,73.738678,0.035
GNSS_01097,383/4,18.5940815,73.7391092,0.018
GNSS_01098,383/4,18.594094,73.7392732,0.043
GNSS_01099,383/4,18.5940792,73.7394565,0.036
GNSS_01100,383/4,18.5942377,73.7394706,0.043
GNSS_01101,383/4,18.5943942,73.7394618,0.04
GNSS_01102,383/4,18.594369,73.7391029,0.031
GNSS_01103,384/1,18.5940844,73.739527,0.032
GNSS_01104,384/1,18.5941066,73.7397126,0.025
GNSS_01105,384/1,18.5940794,73.739885,0.035
GNSS_01106,384/1,18.5942364,73.7398837,0.023
GNSS_01107,384/1,18.5943994,73.7398973,0.038
GNSS_01108,384/1,18.5944116,73.7395212,0.029
GNSS_01109,385/2,18.5940853,73.7399593,0.029
GNSS_01110,385/2,18.5940744,73.7401289,0.035
GNSS_01111,385/2,18.5940865,73.7403173,0.04
GNSS_01112,385/2,18.5942399,73.7403222,0.027
GNSS_01113,385/2,18.594399,73.7403182,0.024
GNSS_01114,385/2,18.5943994,73.7399629,0.033
GNSS_01115,386/3,18.5940856,73.7403912,0.037
GNSS_01116,386/3,18.5940734,73.7405614,0.025
GNSS_01117,386/3,18.5940879,73.7407524,0.033
GNSS_01118,386/3,18.5942469,73.7407602,0.033
GNSS_01119,386/3,18.5943893,73.7407401,0.043
GNSS_01120,386/3,18.5943889,73.7403779,0.022
GNSS_01121,387/4,18.5940826,73.7408171,0.021
GNSS_01122,387/4,18.5940806,73.7409861,0.035
GNSS_01123,387/4,18.5940874,73.7411721,0.019
GNSS_01124,387/4,18.5942329,73.7411527,0.04
GNSS_01125,387/4,18.5943921,73.7411677,0.028
GNSS_01126,387/4,18.59439,73.7408099,0.039
GNSS_01127,388/1,18.594092,73.741244,0.019
GNSS_01128,388/1,18.5940911,73.7414128,0.038
GNSS_01129,388/1,18.5940789,73.7415999,0.029
GNSS_01130,388/1,18.5942376,73.7416151,0.03
GNSS_01131,388/1,18.5943853,73.7415946,0.034
GNSS_01132,388/1,18.594384,73.741238,0.032
GNSS_01133,389/2,18.594086,73.7416616,0.032
GNSS_01134,389/2,18.5940857,73.7418493,0.025
GNSS_01135,389/2,18.5940848,73.742021,0.025
GNSS_01136,389/2,18.5942424,73.742035,0.03
GNSS_01137,389/2,18.594392,73.74203,0.036
GNSS_01138,389/2,18.5943781,73.7416591,0.034
GNSS_01139,390/3,18.5940878,73.7420885,0.041
GNSS_01140,390/3,18.5940712,73.7422635,0.021
GNSS_01141,390/3,18.5940882,73.7424613,0.019
GNSS_01142,390/3,18.5942385,73.7424584,0.044
GNSS_01143,390/3,18.5943854,73.7424461,0.043
GNSS_01144,390/3,18.5943823,73.7420975,0.041
GNSS_01145,391/4,18.5940791,73.7425181,0.019
GNSS_01146,391/4,18.5941044,73.7426941,0.023
GNSS_01147,391/4,18.5940867,73.7428744,0.026
GNSS_01148,391/4,18.5942391,73.7428827,0.039
GNSS_01149,391/4,18.5943868,73.7428839,0.035
GNSS_01150,391/4,18.594371,73.7425225,0.019
GNSS_01151,392/1,18.5940927,73.7429491,0.023
GNSS_01152,392/1,18.5940559,73.743124,0.044
GNSS_01153,392/1,18.5940923,73.7433032,0.033
GNSS_01154,392/1,18.5942467,73.7432884,0.037
GNSS_01155,392/1,18.5943955,73.7433071,0.019
GNSS_01156,392/1,18.5943979,73.7429535,0.043
GNSS_01157,393/2,18.5940841,73.7433706,0.022
GNSS_01158,393/2,18.5940853,73.743556,0.042
GNSS_01159,393/2,18.5940864,73.7437428,0.036
GNSS_01160,393/2,18.5942413,73.7437357,0.02
GNSS_01161,393/2,18.5943983,73.743741,0.028
GNSS_01162,393/2,18.5943728,73.7433791,0.044
GNSS_01163,394/3,18.5940853,73.7438019,0.03
GNSS_01164,394/3,18.5940667,73.7439776,0.043
GNSS_01165,394/3,18.5940808,73.7441604,0.039
GNSS_01166,394/3,18.5942406,73.7441712,0.036
GNSS_01167,394/3,18.5943878,73.7441647,0.033
GNSS_01168,394/3,18.5943922,73.7437941,0.022
GNSS_01169,395/4,18.5940922,73.7442245,0.023
GNSS_01170,395/4,18.5940834,73.7444123,0.039
GNSS_01171,395/4,18.5940851,73.7445954,0.035
GNSS_01172,395/4,18.5942385,73.744604,0.025
GNSS_01173,395/4,18.5943984,73.7445964,0.033
GNSS_01174,395/4,18.5943751,73.7442356,0.024
GNSS_01175,396/1,18.5940808,73.7446601,0.024
GNSS_01176,396/1,18.5940935,73.7448417,0.036
GNSS_01177,396/1,18.5940816,73.7450185,0.023
GNSS_01178,396/1,18.594239,73.7449958,0.024
GNSS_01179,396/1,18.5943881,73.7450097,0.023
GNSS_01180,396/1,18.5943844,73.7446534,0.044
GNSS_01181,397/2,18.5940825,73.7450815,0.03
GNSS_01182,397/2,18.5940584,73.7452609,0.04
GNSS_01183,397/2,18.5940846,73.7454472,0.019
GNSS_01184,397/2,18.5942411,73.7454392,0.045
GNSS_01185,397/2,18.5943938,73.7454474,0.032
GNSS_01186,397/2,18.5943918,73.7450827,0.029
GNSS_01187,398/3,18.5940816,73.7455178,0.032
GNSS_01188,398/3,18.5941085,73.7456887,0.023
GNSS_01189,398/3,18.5940831,73.7458751,0.034
GNSS_01190,398/3,18.5942362,73.7458599,0.042
GNSS_01191,398/3,18.5943952,73.7458778,0.033
GNSS_01192,398/3,18.5944013,73.7455167,0.029
GNSS_01193,399/4,18.5940818,73.7459405,0.039
GNSS_01194,399/4,18.5940803,73.7461162,0.032
GNSS_01195,399/4,18.5940926,73.7463009,0.044
GNSS_01196,399/4,18.5942427,73.7462906,0.028
GNSS_01197,399/4,18.5943864,73.7462906,0.028
GNSS_01198,399/4,18.5943935,73.7459358,0.039
GNSS_01199,400/1,18.5944414,73.7378263,0.041
GNSS_01200,400/1,18.5944376,73.7380038,0.033
GNSS_01201,400/1,18.5944504,73.7381769,0.018
GNSS_01202,400/1,18.5946012,73.7381855,0.042
GNSS_01203,400/1,18.5947466,73.7381735,0.024
GNSS_01204,400/1,18.5947415,73.7378143,0.034
GNSS_01205,401/2,18.5944522,73.7382379,0.02
GNSS_01206,401/2,18.5944459,73.7384232,0.021
GNSS_01207,401/2,18.5944419,73.7386134,0.045
GNSS_01208,401/2,18.5945925,73.7385997,0.022
GNSS_01209,401/2,18.5947468,73.7386049,0.026
GNSS_01210,401/2,18.5947571,73.7382384,0.036
GNSS_01211,402/3,18.5944475,73.7386732,0.032
GNSS_01212,402/3,18.5944313,73.7388622,0.032
GNSS_01213,402/3,18.5944443,73.7390312,0.037
GNSS_01214,402/3,18.5945927,73.7390435,0.035
GNSS_01215,402/3,18.594753,73.7390335,0.021
GNSS_01216,402/3,18.5947351,73.7386703,0.038
GNSS_01217,403/4,18.5944507,73.7391032,0.042
GNSS_01218,403/4,18.5944394,73.7392854,0.024
GNSS_01219,403/4,18.5944426,73.7394683,0.026
GNSS_01220,403/4,18.5946012,73.7394477,0.023
GNSS_01221,403/4,18.594754,73.7394697,0.021
GNSS_01222,403/4,18.5947638,73.7391012,0.031
GNSS_01223,404/1,18.5944394,73.7395269,0.029
GNSS_01224,404/1,18.5944358,73.7397061,0.033
GNSS_01225,404/1,18.5944485,73.739884,0.044
GNSS_01226,404/1,18.5945955,73.7398815,0.04
GNSS_01227,404/1,18.5947492,73.7398814,0.023
GNSS_01228,404/1,18.5947605,73.7395294,0.041
GNSS_01229,405/2,18.5944411,73.7399491,0.034
GNSS_01230,405/2,18.5944484,73.7401354,0.027
GNSS_01231,405/2,18.5944457,73.7403236,0.043
GNSS_01232,405/2,18.5946058,73.7403211,0.039
GNSS_01233,405/2,18.5947526,73.7403084,0.02
GNSS_01234,405/2,18.5947383,73.7399569,0.022
GNSS_01235,406/3,18.5944479,73.7403769,0.032
GNSS_01236,406/3,18.5944432,73.7405576,0.023
GNSS_01237,406/3,18.5944434,73.7407487,0.028
GNSS_01238,406/3,18.5946025,73.7407454,0.019
GNSS_01239,406/3,18.5947459,73.7407395,0.023
GNSS_01240,406/3,18.5947515,73.7403897,0.021
GNSS_01241,407/4,18.5944528,73.7408045,0.032
GNSS_01242,407/4,18.5944636,73.7409947,0.018
GNSS_01243,407/4,18.5944409,73.7411758,0.043
GNSS_01244,407/4,18.5946042,73.7411769,0.037
GNSS_01245,407/4,18.594755,73.7411788,0.034
GNSS_01246,407/4,18.5947557,73.7408035,0.02
GNSS_01247,408/1,18.594439,73.7412418,0.033
GNSS_01248,408/1,18.5944264,73.7414224,0.021
GNSS_01249,408/1,18.5944417,73.7415928,0.033
GNSS_01250,408/1,18.5945998,73.7415792,0.033
GNSS_01251,408/1,18.5947549,73.741603,0.025
GNSS_01252,408/1,18.5947566,73.7412332,0.043
GNSS_01253,409/2,18.5944469,73.7416716,0.028
GNSS_01254,409/2,18.5944313,73.7418368,0.027
GNSS_01255,409/2,18.5944394,73.7420326,0.023
GNSS_01256,409/2,18.594593,73.7420107,0.038
GNSS_01257,409/2,18.5947554,73.7420233,0.04
GNSS_01258,409/2,18.5947475,73.7416716,0.02
GNSS_01259,410/3,18.5944402,73.7420953,0.041
GNSS_01260,410/3,18.594441,73.7422687,0.027
GNSS_01261,410/3,18.5944459,73.7424573,0.031
GNSS_01262,410/3,18.5945938,73.7424451,0.02
GNSS_01263,410/3,18.5947486,73.7424596,0.021
GNSS_01264,410/3,18.5947583,73.7420893,0.031
GNSS_01265,411/4,18.5944449,73.7425191,0.024
GNSS_01266,411/4,18.5944456,73.7427032,0.037
GNSS_01267,411/4,18.5944398,73.7428807,0.03
GNSS_01268,411/4,18.5945987,73.7428704,0.044
GNSS_01269,411/4,18.5947483,73.7428814,0.033
GNSS_01270,411/4,18.5947497,73.7425143,0.027
GNSS_01271,412/1,18.5944475,73.7429539,0.031
GNSS_01272,412/1,18.5944551,73.7431263,0.036
GNSS_01273,412/1,18.5944472,73.7433063,0.02
GNSS_01274,412/1,18.5945943,73.7433189,0.04
GNSS_01275,412/1,18.5947457,73.7433152,0.042
GNSS_01276,412/1,18.5947419,73.7429391,0.042
GNSS_01277,413/2,18.5944431,73.7433725,0.034
GNSS_01278,413/2,18.5944271,73.7435559,0.035
GNSS_01279,413/2,18.5944521,73.7437288,0.032
GNSS_01280,413/2,18.5946038,73.7437403,0.041
GNSS_01281,413/2,18.5947587,73.7437374,0.041
GNSS_01282,413/2,18.5947614,73.7433813,0.02
GNSS_01283,414/3,18.5944404,73.7438092,0.041
GNSS_01284,414/3,18.5944136,73.7439771,0.028
GNSS_01285,414/3,18.5944477,73.7441601,0.029
GNSS_01286,414/3,18.5946025,73.7441447,0.026
GNSS_01287,414/3,18.5947513,73.7441597,0.042
GNSS_01288,414/3,18.5947494,73.7437954,0.021
GNSS_01289,415/4,18.5944454,73.7442276,0.028
GNSS_01290,415/4,18.5944547,73.744417,0.023
GNSS_01291,415/4,18.594445,73.7445911,0.034
GNSS_01292,415/4,18.5946037,73.7445694,0.034
GNSS_01293,415/4,18.5947511,73.7445905,0.041
GNSS_01294,415/4,18.5947604,73.744222,0.024
GNSS_01295,416/1,18.5944393,73.7446466,0.034
GNSS_01296,416/1,18.5944502,73.7448351,0.025
GNSS_01297,416/1,18.5944534,73.7450172,0.035
GNSS_01298,416/1,18.5946028,73.7450244,0.036
GNSS_01299,416/1,18.5947578,73.7450163,0.036
GNSS_01300,416/1,18.5947516,73.7446595,0.036
GNSS_01301,417/2,18.5944506,73.7450794,0.033
GNSS_01302,417/2,18.5944286,73.7452621,0.02
GNSS_01303,417/2,18.5944499,73.7454424,0.031
GNSS_01304,417/2,18.5946063,73.7454345,0.023
GNSS_01305,417/2,18.594749,73.7454484,0.019
GNSS_01306,417/2,18.5947426,73.7450739,0.045
GNSS_01307,418/3,18.5944517,73.7455096,0.037
GNSS_01308,418/3,18.5944306,73.7456858,0.031
GNSS_01309,418/3,18.5944518,73.7458663,0.04
GNSS_01310,418/3,18.5945934,73.7458534,0.041
GNSS_01311,418/3,18.5947537,73.7458643,0.027
GNSS_01312,418/3,18.5947364,73.7455032,0.02
GNSS_01313,419/4,18.594445,73.7459412,0.031
GNSS_01314,419/4,18.59444,73.7461149,0.044
GNSS_01315,419/4,18.5944412,73.7463015,0.043
GNSS_01316,419/4,18.5946045,73.746311,0.024
GNSS_01317,419/4,18.5947487,73.7462894,0.036
GNSS_01318,419/4,18.5947576,73.7459424,0.029
GNSS_01319,420/1,18.5948055,73.7378273,0.036
GNSS_01320,420/1,18.5948248,73.7380032,0.029
GNSS_01321,420/1,18.5947992,73.7381837,0.039
GNSS_01322,420/1,18.5949613,73.738202,0.038
GNSS_01323,420/1,18.5951111,73.7381886,0.038
GNSS_01324,420/1,18.5951001,73.7378272,0.034
GNSS_01325,421/2,18.5947988,73.7382435,0.042
GNSS_01326,421/2,18.5947942,73.7384183,0.024
GNSS_01327,421/2,18.5948066,73.738606,0.034
GNSS_01328,421/2,18.594957,73.7386177,0.021
GNSS_01329,421/2,18.5951084,73.7386117,0.044
GNSS_01330,421/2,18.5951318,73.7382384,0.02
GNSS_01331,422/3,18.5948134,73.7386752,0.022
GNSS_01332,422/3,18.5948214,73.7388616,0.02
GNSS_01333,422/3,18.5948057,73.7390304,0.039
GNSS_01334,422/3,18.5949613,73.7390486,0.028
GNSS_01335,422/3,18.5951088,73.7390424,0.027
GNSS_01336,422/3,18.5951328,73.7386727,0.02
GNSS_01337,423/4,18.5948046,73.7390959,0.019
GNSS_01338,423/4,18.5948103,73.7392843,0.031
GNSS_01339,423/4,18.5948052,73.7394628,0.036
GNSS_01340,423/4,18.5949532,73.7394477,0.018
GNSS_01341,423/4,18.5951085,73.739461,0.019
GNSS_01342,423/4,18.5951229,73.7390929,0.029
GNSS_01343,424/1,18.594813,73.7395288,0.028
GNSS_01344,424/1,18.5947918,73.7397087,0.036
GNSS_01345,424/1,18.5948105,73.7398954,0.029
GNSS_01346,424/1,18.5949598,73.7399097,0.035
GNSS_01347,424/1,18.5951191,73.7398803,0.044
GNSS_01348,424/1,18.5951146,73.7395342,0.02
GNSS_01349,425/2,18.594803,73.7399604,0.019
GNSS_01350,425/2,18.5947867,73.7401307,0.019
GNSS_01351,425/2,18.5948087,73.7403249,0.045
GNSS_01352,425/2,18.5949575,73.7403067,0.024
GNSS_01353,425/2,18.5951151,73.7403094,0.028
GNSS_01354,425/2,18.5951304,73.7399554,0.039
GNSS_01355,426/3,18.5948138,73.740382,0.043
GNSS_01356,426/3,18.5948036,73.7405549,0.019
GNSS_01357,426/3,18.5947993,73.7407488,0.022
GNSS_01358,426/3,18.5949639,73.7407381,0.036
GNSS_01359,426/3,18.5951116,73.7407467,0.031
GNSS_01360,426/3,18.5951299,73.7403861,0.043
GNSS_01361,427/4,18.5948124,73.7408125,0.041
GNSS_01362,427/4,18.5948072,73.7409963,0.038
GNSS_01363,427/4,18.5948114,73.7411729,0.029
GNSS_01364,427/4,18.5949641,73.7411687,0.021
GNSS_01365,427/4,18.5951136,73.7411639,0.036
GNSS_01366,427/4,18.595088,73.7408122,0.033
GNSS_01367,428/1,18.5948037,73.741239,0.018
GNSS_01368,428/1,18.5947811,73.7414109,0.031
GNSS_01369,428/1,18.5948093,73.7415966,0.018
GNSS_01370,428/1,18.5949583,73.7416102,0.023
GNSS_01371,428/1,18.5951052,73.7416058,0.02
GNSS_01372,428/1,18.595127,73.7412301,0.036
GNSS_01373,429/2,18.5948018,73.741668,0.018
GNSS_01374,429/2,18.5948059,73.7418474,0.024
GNSS_01375,429/2,18.594813,73.7420237,0.021
GNSS_01376,429/2,18.5949521,73.742039,0.032
GNSS_01377,429/2,18.5951122,73.7420195,0.021
GNSS_01378,429/2,18.5951239,73.7416727,0.028
GNSS_01379,430/3,18.5947994,73.7420865,0.042
GNSS_01380,430/3,18.594796,73.7422651,0.03
GNSS_01381,430/3,18.5948125,73.7424587,0.021
GNSS_01382,430/3,18.594954,73.7424511,0.019
GNSS_01383,430/3,18.5951054,73.7424601,0.033
GNSS_01384,430/3,18.5951123,73.7420893,0.022
GNSS_01385,431/4,18.5948077,73.742523,0.031
GNSS_01386,431/4,18.5947978,73.7426962,0.042
GNSS_01387,431/4,18.5948036,73.7428829,0.022
GNSS_01388,431/4,18.5949566,73.7428702,0.043
GNSS_01389,431/4,18.5951158,73.7428725,0.03
GNSS_01390,431/4,18.5951245,73.7425256,0.028
GNSS_01391,432/1,18.5948037,73.742942,0.042
GNSS_01392,432/1,18.5948047,73.7431181,0.034
GNSS_01393,432/1,18.5948003,73.743303,0.033
GNSS_01394,432/1,18.594958,73.7432947,0.024
GNSS_01395,432/1,18.5951079,73.7433116,0.029
GNSS_01396,432/1,18.5951019,73.7429425,0.032
GNSS_01397,433/2,18.5948099,73.7433775,0.019
GNSS_01398,433/2,18.594795,73.7435492,0.032
GNSS_01399,433/2,18.5948122,73.7437356,0.031
GNSS_01400,433/2,18.5949539,73.7437486,0.04
GNSS_01401,433/2,18.5951046,73.7437355,0.04
GNSS_01402,433/2,18.5950972,73.7433821,0.03
GNSS_01403,434/3,18.5948019,73.7437989,0.037
GNSS_01404,434/3,18.5948165,73.7439784,0.023
GNSS_01405,434/3,18.5947988,73.7441704,0.042
GNSS_01406,434/3,18.594954,73.744174,0.035
GNSS_01407,434/3,18.5951133,73.7441606,0.037
GNSS_01408,434/3,18.5951264,73.7438021,0.018
GNSS_01409,435/4,18.5948051,73.7442194,0.021
GNSS_01410,435/4,18.5948279,73.744404,0.028
GNSS_01411,435/4,18.5948108,73.7445893,0.035
GNSS_01412,435/4,18.5949528,73.7446087,0.028
GNSS_01413,435/4,18.5951158,73.7445954,0.023
GNSS_01414,435/4,18.595113,73.7442198,0.033
GNSS_01415,436/1,18.5948069,73.7446521,0.028
GNSS_01416,436/1,18.5948027,73.7448381,0.03
GNSS_01417,436/1,18.5948119,73.7450203,0.032
GNSS_01418,436/1,18.5949631,73.7450298,0.04
GNSS_01419,436/1,18.5951094,73.7450205,0.031
GNSS_01420,436/1,18.5950992,73.7446622,0.032
GNSS_01421,437/2,18.5948092,73.7450854,0.022
GNSS_01422,437/2,18.5947896,73.7452712,0.024
GNSS_01423,437/2,18.5948121,73.7454374,0.044
GNSS_01424,437/2,18.5949575,73.7454337,0.019
GNSS_01425,437/2,18.5951192,73.7454372,0.029
GNSS_01426,437/2,18.5951023,73.7450746,0.036
GNSS_01427,438/3,18.5948015,73.7455008,0.042
GNSS_01428,438/3,18.5948075,73.7456812,0.026
GNSS_01429,438/3,18.5948066,73.7458763,0.039
GNSS_01430,438/3,18.5949604,73.7458642,0.024
GNSS_01431,438/3,18.5951166,73.745873,0.028
GNSS_01432,438/3,18.5951233,73.7455092,0.026
GNSS_01433,439/4,18.5948011,73.7459388,0.024
GNSS_01434,439/4,18.5948127,73.7461177,0.037
GNSS_01435,439/4,18.5948094,73.7462916,0.036
GNSS_01436,439/4,18.5949637,73.7462965,0.044
GNSS_01437,439/4,18.5951063,73.7462913,0.022
GNSS_01438,439/4,18.5951298,73.7459456,0.03
GNSS_01439,440/1,18.5951703,73.7378274,0.038
GNSS_01440,440/1,18.5951667,73.7380081,0.045
GNSS_01441,440/1,18.5951734,73.7381742,0.036
GNSS_01442,440/1,18.5953193,73.7381668,0.04
GNSS_01443,440/1,18.595469,73.738183,0.038
GNSS_01444,440/1,18.5954622,73.7378268,0.043
GNSS_01445,441/2,18.595167,73.7382403,0.033
GNSS_01446,441/2,18.5951517,73.7384238,0.03
GNSS_01447,441/2,18.5951654,73.7386137,0.036
GNSS_01448,441/2,18.5953123,73.738609,0.02
GNSS_01449,441/2,18.5954734,73.7386101,0.032
GNSS_01450,441/2,18.5954932,73.7382418,0.023
GNSS_01451,442/3,18.5951646,73.7386771,0.03
GNSS_01452,442/3,18.5951559,73.7388583,0.022
GNSS_01453,442/3,18.5951587,73.7390328,0.038
GNSS_01454,442/3,18.5953162,73.7390324,0.042
GNSS_01455,442/3,18.5954731,73.7390338,0.038
GNSS_01456,442/3,18.5954621,73.7386689,0.029
GNSS_01457,443/4,18.5951666,73.7391101,0.04
GNSS_01458,443/4,18.5951639,73.7392787,0.026
GNSS_01459,443/4,18.5951643,73.7394637,0.031
GNSS_01460,443/4,18.5953213,73.7394396,0.04
GNSS_01461,443/4,18.5954671,73.7394579,0.026
GNSS_01462,443/4,18.5954661,73.7391006,0.034
GNSS_01463,444/1,18.5951626,73.7395195,0.038
GNSS_01464,444/1,18.5951641,73.7397171,0.034
GNSS_01465,444/1,18.5951685,73.7398887,0.033
GNSS_01466,444/1,18.5953179,73.7398949,0.041
GNSS_01467,444/1,18.595475,73.7398891,0.035
GNSS_01468,444/1,18.5954493,73.7395239,0.031
GNSS_01469,445/2,18.5951625,73.739947,0.023
GNSS_01470,445/2,18.5951419,73.7401375,0.035
GNSS_01471,445/2,18.5951691,73.7403157,0.039
GNSS_01472,445/2,18.5953123,73.7403091,0.034
GNSS_01473,445/2,18.5954742,73.7403139,0.023
GNSS_01474,445/2,18.5954736,73.7399639,0.027
GNSS_01475,446/3,18.5951691,73.7403862,0.023
GNSS_01476,446/3,18.5951482,73.740556,0.042
GNSS_01477,446/3,18.5951587,73.7407495,0.035
GNSS_01478,446/3,18.5953172,73.740751,0.04
GNSS_01479,446/3,18.5954697,73.7407434,0.032
GNSS_01480,446/3,18.5954589,73.7403903,0.032
GNSS_01481,447/4,18.5951603,73.7408176,0.021
GNSS_01482,447/4,18.5951452,73.7409838,0.021
GNSS_01483,447/4,18.5951691,73.7411681,0.037
GNSS_01484,447/4,18.5953183,73.7411758,0.037
GNSS_01485,447/4,18.5954725,73.7411797,0.026
GNSS_01486,447/4,18.5954641,73.7408186,0.024
GNSS_01487,448/1,18.5951659,73.7412286,0.034
GNSS_01488,448/1,18.5951604,73.7414165,0.034
GNSS_01489,448/1,18.5951686,73.7415897,0.023
GNSS_01490,448/1,18.5953187,73.7416098,0.036
GNSS_01491,448/1,18.5954651,73.7416055,0.019
GNSS_01492,448/1,18.5954507,73.7412337,0.022
GNSS_01493,449/2,18.5951662,73.7416584,0.021
GNSS_01494,449/2,18.5951379,73.741849,0.024
GNSS_01495,449/2,18.59516,73.7420266,0.032
GNSS_01496,449/2,18.5953117,73.7420437,0.037
GNSS_01497,449/2,18.5954674,73.7420202,0.028
GNSS_01498,449/2,18.5954728,73.7416606,0.034
GNSS_01499,450/3,18.595165,73.7421004,0.028
GNSS_01500,450/3,18.5951525,73.7422724,0.03
GNSS_01501,450/3,18.5951633,73.7424572,0.038
GNSS_01502,450/3,18.5953195,73.742437,0.037
GNSS_01503,450/3,18.59547,73.7424524,0.041
GNSS_01504,450/3,18.5954876,73.7420879,0.024
GNSS_01505,451/4,18.5951714,73.7425112,0.021
